"lon","lat","Tau","P_value","Sen_slope","meanmaxswe","Site_name","Magnitude","p.value","Significance","Years.of.Record","Method","elevation","MT_Latitude","MT_Longitude","sitemeanswe","distance","rank","NormSen_slope","NormMagnitude"
-121.2,54.7,0.0623655952513218,0.634145855903625,10.1925345028147,0.529322316569667,"MONKMAN CREEK",-9.412,0.83839,"no",31,"Standard MK",1570,54.725365,-121.2318,59.2903225806452,3.48245176493253,1,1.92558185886977,-1.5874428726877
-114,54,0.0279569905251265,0.838387012481689,1.5201568603515,0.0564246331491778,"WESTLOCK",5,0.7083,"no",31,"Standard MK",700,54.00694,-113.989722,6.62903225806452,1.02307973433717,1,2.69413689643749,7.54257907542579
-115.6,54.1,0.0064516132697463,0.972882866859436,0.304075387807962,0.0744861172091577,"WHITECOURT",-7.5,0.29624,"no",31,"Modified MK",790,54.07027778,-115.5544,9.12258064516129,4.44623207986509,1,0.408230955245144,-8.22135785007072
-114.8,54.1,0.0322580672800541,0.811919927597046,1.15553538004567,0.0634331857004473,"TWIN LAKES",-6.667,0.49647,"no",31,"Standard MK",655,54.05889,-114.7947,7.08387096774194,4.58427962945275,1,1.8216574925032,-9.41152094717668
-114.4,54.3,-0.0064516132697463,0.972882866859436,-0.0820159912108959,0.0618520244475334,"BARRHEAD NORTH",-3.2,0.59222,"no",31,"Modified MK",670,54.28361111,-114.3703,7.11290322580645,2.65261052870534,1,-0.132600334335809,-4.49886621315193
-119.6,55.3,-0.0666666701436043,0.610126733779907,-7.05003738403326,0.0963991534325384,"HYTHE",-9.5,0.04091,"yes",31,"Modified MK",740,55.316666,-119.566666,6.55483870967742,2.80798926816706,1,-7.31338101321292,-14.4931102362205
-117.2,54.7,0.0279569905251265,0.838387012481689,0.542534722222222,0.078999888512396,"LITTLE SMOKY",2.174,0.78546,"no",31,"Standard MK",660,54.733334,-117.15,10.1193548387097,4.90427372237164,1,0.686753782110834,2.1483583041122
-114.8,54.2,0.0150537639856339,0.918773651123047,0.985009329659281,0.0615421725857642,"BARRHEAD WEST",-4.8,0.58003,"no",31,"Modified MK",670,54.18111111,-114.7864,7.04193548387097,2.27911049560319,1,1.60054364068247,-6.81630783325698
-121.8,54.5,0.0408602170646191,0.759653806686401,9.82344150543255,0.613361604752079,"MOUNT SHEBA",23.478,0.44969,"no",30,"Modified MK",1490,54.526943,-121.80435,94.8,3.00905472201982,1,1.60157424744628,2.47658227848101
-118.5,55.2,0.0322580672800541,0.811919927597046,2.26352525793956,0.0983570468041204,"BEZANSON",-18.333,0.05689,"no",31,"Standard MK",690,55.233334,-118.51667,6.89677419354839,3.85445962461454,1,2.30133511678874,-26.5819925163704
-117.8,55,0.0365591421723366,0.785666108131409,2.58922576904292,0.0869687603365991,"SPRING CREEK#1",5.833,0.61013,"no",31,"Standard MK",720,54.95194,-117.7506,10.3870967741935,6.20461613684888,1,2.9771906130681,5.61562111801245
-113.2,54.5,0.0709677487611771,0.586520314216614,3.11915079752603,0.0610545989005796,"PERRYVALE",7.143,0.46375,"no",30,"Standard MK",670,54.466667,-113.166664,8.46666666666667,4.28661676898383,1,5.10878927008465,8.43661417322834
-114.1,54.7,0.0279569905251265,0.838387012481689,2.3069381713867,0.0579939811460434,"FLATBUSH",8,0.47519,"no",31,"Modified MK",640,54.733334,-114.083336,9.02903225806452,3.85800740736452,1,3.9778924050364,8.86030725259021
-123.9,55.1,-0.182795718312263,0.153378486633301,-18.7262366799747,0.265624077089371,"PHILIP LAKE",-8.571,0.60483,"no",30,"Standard MK",1035,55.11328,-123.895424,27.8966666666667,1.50508310574313,1,-7.04990183313621,-3.07241008483689
-112.7,54.8,0.0709677487611771,0.586520314216614,3.69548797607425,0.058060553766066,"GRASSLAND",9.167,0.27628,"no",31,"Standard MK",570,54.816666,-112.683334,6.35806451612903,2.13890170712801,1,6.36488585858806,14.4179096905124
-115.4,55.2,0.079569898545742,0.540623068809509,5.63780466715492,0.0736664187523627,"KINUSO",-5,0.55126,"no",31,"Standard MK",640,55.2275,-115.3836,8.44516129032258,3.23000405263983,1,7.65315426301228,-5.9205500381971
-123,55.4,-0.0365591421723366,0.785666108131409,-6.29464785257959,0.400076404694588,"MORFEE MOUNTAIN",-51.6,0.24611,"no",30,"Standard MK",1430,55.41728,-123.04176,84.0533333333333,3.26213820898012,1,-1.57336143264555,-6.13895939086295
-116.4,55.4,-0.0150537639856339,0.918773710727692,-1.04006598977482,0.0779008250082693,"HIGH PRAIRIE",-6.25,0.59822,"no",31,"Standard MK",610,55.4,-116.45,7.5,3.15706711096221,1.5,-1.33511550059247,-8.33333333333333
-114.2,55.2,0.0322580672800541,0.811919927597046,1.54412311056387,0.0680220819288684,"SAULTEAUX RIVER",6.667,0.51825,"no",31,"Standard MK",570,55.166668,-114.23333,8.61935483870968,4.26785348494462,1,2.27003212306642,7.73491766467066
-124.8,55.4,-0.118279576301575,0.358720183372498,-15.606880187985,0.332414627075195,"TSAYDAYCHI LAKE",-6.875,0.73384,"no",31,"Standard MK",1190,55.416634,-124.7622,41.6290322580645,3.01914298490753,1,-4.6950040451904,-1.65149166989539
-118.9,55.4,0.0580645203590393,0.658556580543518,4.48226928711,0.112509542895902,"SEXSMITH",5.625,0.63415,"no",31,"Standard MK",780,55.416668,-118.86667,9.24516129032258,2.80395026183796,1,3.98390142892782,6.08426378227495
-117.3,55.8,0.0365591421723366,0.785666108131409,3.86646815708714,0.0936063951061618,"GIROUXVILLE",0,1,"no",31,"Standard MK",560,55.766666,-117.333336,6.44193548387097,4.25246699341342,1,4.13055983269312,0
-120.7,56.2,-0.118279576301575,0.358720183372498,-8.91049702962199,0.107450239119991,"FORT ST. JOHN  A",-7.639,0.55315,"no",28,"Standard MK",690,56.23722,-120.728615,11.4607142857143,4.50096117276787,1,-8.29267305740616,-6.66537862262386
-118.7,55.7,0.0150537639856339,0.918773651123047,2.98316662128153,0.110286374245921,"RYCROFT",-18.621,0.02235,"yes",31,"Standard MK",630,55.7,-118.73333,6.16451612903226,2.08849903157488,1,2.70492764104253,-30.2067503924647
-124.7,55.8,-0.101075276732445,0.43431144952774,-11.2420862371273,0.29246348719443,"GERMANSEN (UPPER)",-4.762,0.8027,"no",30,"Standard MK",1480,55.81936,-124.69312,36.6866666666667,2.19523931198425,1,-3.84392812414684,-1.29801926222061
-125.6,56.3,-0.156989261507988,0.221049547195435,-16.7406172979448,0.412395415767547,"TUTIZZI LAKE",-5.903,0.78205,"no",28,"Standard MK",1045,56.308067,-125.60031,26.075,0.897213303064679,1,-4.05936066645826,-2.26385426653883
-118.4,56,-0.096774198114872,0.454555213451385,-5.95834520128034,0.0854767522504253,"FAIRVIEW",-2.941,0.67077,"no",31,"Standard MK",630,56.03333333,-118.4,8.55483870967742,3.70649718416863,1,-6.97072016005462,-3.43782051282051
-123.8,56.7,-0.12688173353672,0.324235081672668,-9.51409339904875,0.323036040029218,"LADY LAURIER LAKE",-5.455,0.67086,"no",31,"Standard MK",1440,56.701138,-123.754684,54.8322580645161,2.76932683074499,1,-2.9452111282036,-0.994852335568891
-118.8,56.5,-0.101075276732445,0.43431144952774,-6.43436725323,0.095662086240707,"EUREKA RIVER",2.222,0.63395,"no",31,"Standard MK",700,56.516666,-118.75,9.81935483870968,3.58421611593971,1.5,-6.72614146950518,2.26287779237845
-117.6,56.9,-0.12688173353672,0.324235081672668,-9.47263505723739,0.0806575282927482,"NORTH STAR",-14.881,0.05566,"no",31,"Standard MK",490,56.866665,-117.63333,5.92258064516129,4.22367355446,1,-11.7442664779613,-25.125871459695
-111.5,58.4,0.286021530628204,0.0248628854751587,12.4513185941256,0.0828720523465064,"EMBARRAS PORT",8.182,0.36549,"no",26,"Standard MK",210,58.383335,-111.53333,9.53461538461539,2.68455375089073,1,15.0247498904261,8.58136345300524
-123.4,57.1,-0.165591403841972,0.196451470255852,-10.21491156684,0.205288794732863,"MOUNT STEARNS",2.222,0.90528,"no",31,"Standard MK",1505,57.069527,-123.39929,15.5806451612903,3.38871456513082,1,-4.97587390492131,1.42612836438924
-127.5,57,-0.12688173353672,0.324235081672668,-15.7833099365235,0.525261355984595,"TRYGVE LAKE",-10.833,0.58641,"no",31,"Standard MK",1410,56.994545,-127.45539,37.1387096774194,2.76907973860647,1,-3.00484887317437,-2.91690263180752
-126.5,56.9,-0.10967742651701,0.395424664020538,-8.40967351740044,0.376924699352634,"FREDRICKSON LAKE",0,1,"no",31,"Modified MK",1325,56.94868,-126.52191,24.1483870967742,5.5738715489986,1,-2.23112826828383,0
-124.1,57.3,-0.113978505134583,0.376796782016754,-13.4903192520144,0.319310003711331,"SIKANNI LAKE",-7.5,0.72111,"no",31,"Standard MK",1385,57.26386,-124.13252,26.258064516129,4.46867917400427,1,-4.22483451668185,-2.85626535626536
-125.7,57.4,-0.0924731269478798,0.475320219993591,-6.53006813742908,0.271813177293347,"WARE (UPPER)",-26.923,0.02276,"yes",31,"Standard MK",1575,57.38972,-125.71167,25.5225806451613,1.3399869027536,1,-2.4024104358935,-10.5486981799798
-116,58.4,0.113978505134583,0.376796722412109,5.44865926106766,0.0900283013620684,"FORT VERMILION",2.381,0.74664,"no",31,"Standard MK",280,58.383335,-116.03333,9.13225806451613,2.68455375089073,1,6.05216268510353,2.60724125750618
-125.6,57.4,-0.0924731269478798,0.475320219993591,-5.4740905761723,0.259585319026824,"WARE (LOWER)",-1.25,0.82499,"no",31,"Standard MK",970,57.405556,-125.66959,18.4225806451613,4.21425152716812,1,-2.10878280662962,-0.67851514620907
-111.1,58.7,0.324731200933456,0.0107889175415039,4.135767618815,0.0330844386931389,"FORT CHIPEWYAN",10,0.18486,"no",26,"Standard MK",210,58.71111,-111.147222,7.70769230769231,2.99421126269764,1,12.5006431488066,12.9740518962076
-117.6,57.6,-0.0709677487611771,0.586520314216614,-3.22222709655763,0.0796681373350082,"KEG RIVER",-0.952,0.87837,"no",31,"Standard MK",440,57.633335,-117.566666,8.49677419354839,4.20480637575507,1,-4.04456185916336,-1.1204252088079
-126.7,57.5,-0.0752688199281693,0.563346385955811,-9.48588053385333,0.34833178981658,"PULPIT LAKE",-10,0.54385,"no",28,"Modified MK",1335,57.548504,-126.74895,42.7,6.13434459014965,1,-2.72323135905806,-2.34192037470726
-107.3,60.2,0.333333343267441,0.00885903835296631,10.2174282073975,0.115659744508805,"Dunvegan Lake",8.333,0.16071,"no",25,"Modified MK",495.9,60.16692,-107.29118,12.0072,3.71051185119635,1,8.8340400982121,6.94000266506763
-122.6,58.8,0.0365591421723366,0.785666108131409,2.15420356163616,0.111764907836914,"FORT NELSON A",-8.824,0.27623,"no",30,"Standard MK",380,58.84067,-122.5719,9.6,4.8029179841247,1,1.92744180917641,-9.19166666666667
-118.5,58.6,0.0279569905251265,0.838387012481689,1.38505299886066,0.0871145186885711,"ASSUMPTION",6.875,0.34968,"no",31,"Standard MK",370,58.6,-118.46667,9.74193548387097,1.93092779452647,1,1.58992211598177,7.05711920529801
-124.7,58.6,0.079569898545742,0.540623068809509,5.78284263610875,0.213908718478295,"SUMMIT LAKE",-6.667,0.48224,"no",29,"Modified MK",1280,58.64817,-124.7214,10.948275862069,5.4976770747788,1,2.70341605393495,-6.0895433070866
-117.2,58.5,0.113978505134583,0.376796722412109,3.90887260437012,0.0858664051178963,"HIGH LEVEL",0,0.9593,"no",31,"Standard MK",330,58.516666,-117.183334,9.70967741935484,2.09078441872334,1,4.55227233398575,0
-112,58.9,0.307526916265488,0.0158004760742188,9.50160779451074,0.0723641918551537,"SWEETGRASS",5,0.13124,"no",26,"Modified MK",210,58.85,-112,9.00384615384615,5.55974633222762,1,13.1302617370887,5.55318240068347
-128.8,60.1,0.0279569905251265,0.838387012481689,1.90032155890211,0.173120252547726,"WATSON LAKE AIRPORT",1.111,0.90528,"no",31,"Standard MK",685,60.116665,-128.83333,15.6,2.61633745583517,1,1.09768876312044,0.712179487179487
-115.5,59.5,0.191397860646248,0.134735822677612,13.355255126954,0.122009831090127,"Boundary Lake",17.612,0.1069,"no",24,"Standard MK",822.3,59.49077,-115.54748,16.1783333333333,2.86973727967803,1,10.9460483697323,10.8861646234676
-108.7,60.2,0.350537657737732,0.0058976411819458,11.0117594401035,0.102618678923576,"Whirlwind Lake",12.5,0.01947,"yes",26,"Standard MK",445,60.24245,-108.68615,10.6568803418803,4.78179314602428,1,10.7307554098454,11.7295114508103
-114.2,60.3,0.303225815296173,0.0173362493515015,10.8688354492188,0.0890608141499181,"Nyarling River",4.808,0.20867,"no",29,"Standard MK",271,60.34258,-114.16995,10.5578544061303,5.01541626805804,1,12.203835719403,4.55395558136158
-116.6,60.3,0.10967742651701,0.395424604415894,5.84377962000235,0.0932583039806735,"Swede Creek",7.722,0.09874,"no",29,"Standard MK",283,60.27443,-116.5554,9.72059113300493,3.75849459549388,1,6.26622978390578,7.943961323279
-111.9,60,0.397849500179291,0.00176393985748291,11.6499732522404,0.083859997410928,"Fort Smith",7.243,0.09858,"no",29,"Standard MK",213.3,60.00227,-111.91423,8.83486590038314,0.830415824028662,1,13.8921698210335,8.1982002688755
-111.1,60.3,0.380645185709,0.0027773380279541,11.9454520089286,0.0945381656769783,"Piers Lake",6.056,0.20558,"no",28,"Standard MK",242,60.32075,-111.1372,10.2685714285714,3.08563587852678,1,12.6355868271702,5.89760712298277
-109.8,60.5,0.402150571346283,0.00157046318054199,11.6899278428819,0.101947384495889,"Hill Island Lake",6.786,0.24261,"no",26,"Modified MK",325,60.51152,-109.78598,10.232735042735,1.49330943127414,1,11.4666284973238,6.63165807739535
-111.9,60.1,0.397849500179291,0.00176393985748291,11.598880474384,0.0833581186109973,"FORT SMITH A",25,0.01119,"yes",26,"Standard MK",203,60.033333,-111.933334,9.62076923076923,7.64027982689634,1,13.9145180669346,25.9854481490365
-131.5,60.8,0.681464186522064,0.495577820481269,8.839925130208,0.229433921075636,"FORD LAKE",16.071,0.00817,"yes",31,"Modified MK",1110,60.783306,-131.47147,20.5064516129032,2.41710009944531,1,3.85292858560953,7.83704577630959
-117.3,61,0.152688175439835,0.234144926071167,4.2724609375,0.101167863415134,"Kakisa River",1.529,0.59808,"no",31,"Standard MK",189.2,60.99667,-117.27048,10.737311827957,1.63396657524917,1,4.22314042550084,1.42400632905054
-129.2,60.6,0.15783110352756,0.87458988875973,1.00255012512252,0.209446968570832,"FRANCES RIVER",2.857,0.75945,"no",31,"Standard MK",730,60.583332,-129.18333,17.0161290322581,2.06482801629059,1,0.478665378622308,1.6789952606635
-121.3,61.8,0.0064516132697463,0.972882866859436,0.28350136496809,0.101527090995542,"Fort Simpson",-2.5,0.69185,"no",27,"Standard MK",174,61.80465,-121.32612,10.0813077868633,1.46654991862999,1,0.279237159449923,-2.47983699422181
-112.8,60.7,0.367741972208023,0.00385987758636475,11.7608479091099,0.0872998391428301,"Hook Lake",10.833,0.01528,"yes",26,"Standard MK",159,60.66638,-112.7831,9.61769230769231,3.8499437047479,1,13.4717864598446,11.2636167319843
-106.3,61.4,0.174193561077118,0.173920631408691,7.90323529924715,0.1216339911184,"Dymond Lake",2.333,0.67641,"no",27,"Standard MK",399,61.39632,-106.2776,12.9363374485597,1.26063953227353,1,6.49755485829125,1.80344708019328
-111.7,60.8,0.380645185709,0.0027773380279541,12.4505360921222,0.0898984478365991,"Tortuous Lake",2.92,0.65515,"no",24,"Standard MK",235.2,60.75388,-111.70178,9.20772486772487,5.12922031134633,1,13.8495562401172,3.17125027294772
-128.3,61.5,0.619673534557224,0.535472743062911,13.2989883422852,0.358573944337906,"HYLAND RIVER",41.255,0.01586,"yes",28,"Modified MK",855,61.516666,-128.26666,19.3857142857143,2.56158813188344,1,3.70885518936444,21.2811348563006
-114.5,60.8,0.281720459461212,0.0271375179290771,10.7574462890627,0.100553174172678,"Pine Point",5.556,0.24611,"no",30,"Standard MK",222,60.82393,-114.46232,13.6456666666667,3.35490141323808,1,10.6982662432805,4.07162224882135
-108.3,60.9,0.260215073823929,0.0413931608200073,9.70320268110782,0.120686223430018,"Alcantara Lake",6.812,0.20029,"no",25,"Modified MK",410.4,60.91243,-108.26043,10.9976,2.54707573203686,1,8.04002512079135,6.19407870808176
-113.8,61,0.324731200933456,0.0107889175415039,9.14301191057472,0.0841264109457693,"Little Buffalo Tower",2.5,0.62985,"no",30,"Standard MK",177.1,60.99243,-113.79048,11.874037037037,0.985890738900953,1,10.8681825455131,2.10543389093541
-110.3,61,0.359139800071716,0.00478136539459229,2.85029411315912,0.0260649035053868,"Thekulthili Lake",7.237,0.27495,"no",24,"Standard MK",320,60.96292,-110.22782,9.30958333333333,5.67083760901267,1,10.935371821231,7.77370988676543
-131.2,61.1,0.987163440256451,0.323562521362551,14.2076280381944,0.301051908923734,"TINTINA AIRSTRIP",21.379,0.21626,"no",31,"Modified MK",1067,61.086056,-131.24533,22.5645161290323,2.88801221080819,1,4.71932833410256,9.47461043602572
-109,61.4,0.264516144990921,0.038119912147522,10.194778442383,0.122746713699833,"Halliday Lake",3.625,0.49591,"no",25,"Modified MK",380.8,61.37508,-109.0272,11.2292,3.1266797910866,1,8.3055408451207,3.22819078830193
-111.8,61.5,0.221505388617516,0.0829828977584839,4.92668151855473,0.0719781691028226,"Thubun Lake",2.632,0.24545,"no",27,"Modified MK",185,61.50075,-111.76345,8.85283950617284,1.9410254837408,1,6.8446885770557,2.97305739945334
-109.7,61.7,0.254036754369736,0.0467157363891602,0.497500101725258,0.0066246832570722,"Nonacho Lake",-2.143,0.88395,"no",27,"Standard MK",320,61.7338,-109.66118,11.094708994709,4.27888120998889,1,7.50979454291872,-1.93155133768897
-108.4,61.9,0.101075276732445,0.434311389923096,3.04903302873856,0.11798821726153,"Gray Lake",-3.063,0.58645,"no",29,"Standard MK",324.6,61.85075,-108.35235,11.7018007662835,6.01901913250833,1,2.58418433594953,-2.61754584715324
-114.4,62.5,-0.00215053767897189,1,-0.128746032715,0.0906758154592207,"Pocket Lake",-6.842,0.26028,"no",27,"Standard MK",195.9,62.51,-114.371756,9.70825984714874,1.82721053382828,1,-0.141984973681213,-7.04760699417152
-113.4,62.5,0.023655915632844,0.865038394927979,0.547766685485623,0.093822140847483,"IT64SE",-0.357,0.88395,"no",27,"Standard MK",235.1,62.51238196,-113.392803,8.13227246005024,1.42551739213267,1,0.583835201944572,-0.438991686215337
-113.5,62.5,0.0150537639856339,0.918773651123047,0.673021589006716,0.0925329885175151,"IT64NW",2.632,0.42164,"no",30,"Standard MK",236.7,62.51354998,-113.3972,8.30579365079365,5.48785640079335,1,0.727331516888513,3.16887236868508
-113.3,62.6,-0.0064516132697463,0.972882866859436,-0.149806340535418,0.0977959479055097,"Tibbitt Lake_m",-1.667,0.91222,"no",26,"Standard MK",271.1,62.5544,-113.340174,8.49230769230769,5.4719805399676,1,-0.153182564046683,-1.96295289855073
-116,63.5,-0.152688175439835,0.234144926071167,-5.06401062011497,0.0993760939567319,"Big Spruce Lake",-8.462,0.07997,"no",31,"Standard MK",237.4,63.512,-116.00583,10.2566308243728,1.36531836148466,1,-5.09580364702182,-8.25027257478331
-113.1,62.9,-0.0580645203590393,0.658556580543518,-2.78366936577666,0.101798180610903,"Allan Lake",-0.261,0.94578,"no",31,"Standard MK",306.6,62.93262,-113.05068,8.51790834613415,4.4035018031397,1,-2.73449815023366,-0.30641325240187
-112.6,63.4,-0.0623655952513218,0.634145855903625,-1.86039851262015,0.109815659061555,"Denis Lake",-4.643,0.41421,"no",31,"Modified MK",408.6,63.35412,-112.64337,10.6907168458781,5.54046170479582,1,-1.6941104105903,-4.34302027350967
-125.5,64.9,0.0838709697127342,0.518367528915405,2.78221933465253,0.109519343222341,"Tulita",3.889,0.40173,"no",26,"Standard MK",72.7,64.90264579,-125.526701,9.52641941391941,1.29329912096652,1,2.54039081388956,4.08233128421538
-113.6,63.2,-0.0924731269478798,0.475320219993591,-4.22477722167974,0.105924913960118,"Little Latham Lake",-5,0.28406,"no",31,"Standard MK",306.1,63.20888,-113.6469,9.66759856630824,2.54992326265364,1,-3.98846415232437,-5.17191520283547
-132,64.3,0.105376347899437,0.41459846496582,8.32605361938449,0.268303717336347,"BONNET PLUME LAKE",2.941,0.4043,"no",31,"Modified MK",1120,64.30531,-132.00087,18.6096774193548,0.59193327399787,1,3.1032196281302,1.58036054775525
-113.8,63.5,-0.131182804703712,0.307830393314362,-4.78172302246093,0.102120307184035,"Nardin Lake",-8.6,0.10633,"no",31,"Standard MK",360,63.5235,-113.799,10.3460573476703,2.61355136912901,1,-4.68244089184299,-8.3123451871611
-115.1,63.9,-0.182795718312263,0.153378486633301,-6.559689839681,0.108372565238707,"Ghost Lake",-6.667,0.1261,"no",31,"Standard MK",290,63.87814,-115.073673,10.2823476702509,2.75106505421009,1,-6.05290631003547,-6.48392780890798
-112.8,63.9,-0.139784961938858,0.27669632434845,-4.92572784423833,0.116595575886388,"Sharples Lake",-9.062,0.10633,"no",31,"Modified MK",376,63.89505,-112.81402,10.5051971326165,0.879444189547648,1,-4.22462671228453,-8.62620652007027
-126.8,65.3,0.230107545852661,0.0716052055358887,9.05689440275474,0.119479517782888,"NORMAN WELLS A",-2.222,0.86589,"no",29,"Standard MK",73,65.28333,-126.8,10.9896551724138,1.85361942716375,1,7.58029038852706,-2.02190147474114
-116,64.1,-0.204301089048386,0.110117956995964,-6.57196044921876,0.106205694137081,"Mattberry Lake",-4.155,0.18481,"no",31,"Standard MK",261.5,64.08953,-115.955609,9.57272401433692,2.45067441841974,1,-6.18795489508901,-4.34045731787224
-114,64.2,-0.174193561077118,0.173920676112175,-6.72340393066411,0.120530682225381,"Snare Lake",-5.952,0.25558,"no",30,"Modified MK",359.6,64.20356,-114.040142,10.3685,1.98248995758497,1,-5.57816798721174,-5.74046390509717
-116,64.5,-0.19569893181324,0.126096576452255,-5.34674700568706,0.110855071775375,"Castor Lake",-12.569,0.01077,"yes",31,"Modified MK",299.4,64.51564,-115.989337,10.8243637992832,1.81241111607029,1,-4.82318663463693,-11.6117678905363
-115,64.4,-0.14408603310585,0.261962950229645,-6.60784104291117,0.107082397707047,"Indin Lake",-8.25,0.16854,"no",31,"Modified MK",298,64.37836,-115.026949,11.0370161290323,2.73273993261107,1,-6.17080041575901,-7.47484637473601
-113,64.5,-0.17849463224411,0.16340634226799,-7.266998291015,0.126225010041268,"Winter Lake",4.112,0.37725,"no",29,"Standard MK",382.1,64.49806,-113.029303,8.08189655172414,1.41929270400411,1,-5.75717782762634,5.08791466666667
-138.3,65,0.281720459461212,0.0271375179290771,18.7507428620989,0.158100835738644,"BLACKSTONE RIVER",22.727,0.00304,"yes",30,"Standard MK",920,64.95,-138.277,11.8233,5.66402493617082,1,11.8599897176355,19.2222137643467
-112.9,64.8,-0.148387104272842,0.247780799865723,-6.99865406957172,0.133381997385333,"Big Lake",-9.072,0.24376,"no",28,"Standard MK",420.9,64.80319,-112.920543,11.1900297619048,1.03520791050387,1,-5.24707547252648,-8.10721704323308
-114.2,64.6,-0.165591403841972,0.196451470255852,-5.77579845081682,0.12250598784416,"Christison Lake",-1.167,0.74671,"no",31,"Standard MK",440,64.64979,-114.155174,10.7858230926779,5.93416612425928,1,-4.71470705429046,-1.08197583992661
-126.7,65.3,0.247311845421791,0.0526731014251709,8.69148655941579,0.11639948814146,"Norman Wells",0,1,"no",26,"Standard MK",66.5,65.28018908,-126.7581128,11.0844551282051,3.48556730129054,1,7.46694568695444,0
-115.1,64.8,-0.135483875870705,0.291984617710114,-5.60980576735231,0.120089930872763,"Mesa Lake",-7.986,0.09578,"no",31,"Standard MK",389.5,64.8451,-115.1378271,11.9806272401434,5.32457590714581,1,-4.6713373274367,-6.66576118255426
-114.1,65,-0.16129033267498,0.208487629890442,-6.75818499396824,0.134261162050309,"White Wolf Lake",2.393,0.64274,"no",30,"Standard MK",439.9,65.00454,-114.10541,11.8525767195767,0.565217885595045,1,-5.03361127727755,2.01897026833627
-138.3,65.3,0.182795718312263,0.153378486633301,14.1607012067522,0.145400877921812,"OGILVIE RIVER",18.125,0.00477,"yes",31,"Standard MK",595,65.35,-138.3,11.8645161290323,5.55974633222762,1,9.73907545067712,15.276644915715
-128.6,66.3,0.0666666701436043,0.610126733779907,2.537727355957,0.106326318556263,"Fort Good Hope",6.167,0.36212,"no",25,"Standard MK",109.4,66.26963649,-128.6129009,11.445,3.42520893805462,1,2.38673490290567,5.38837920489297
-133.8,67.6,-0.023655915632844,0.865038335323334,-0.832875569661412,0.111898606823337,"Rengleng River",-8.211,0.40658,"no",28,"Standard MK",91.7,67.63833,-133.83194,13.3573993764172,4.47148952098517,1,-0.744312724979979,-6.14715467330917
-133.5,68,-0.0623655952513218,0.634145855903625,-2.9805127312153,0.10910637147965,"Caribou Creek",-6.742,0.20581,"no",28,"Standard MK",88.8,68.04639,-133.48944,12.3126587301587,5.17701588756127,1,-2.73174947603423,-5.47566544948257
