"","Latitude","Longitude","ACF_value","P_value"
"637",61.2,-129,0.458554549167584,0.00741210165897155
"638",61.2,-128.9,0.434096120880303,0.0112475188856346
"639",61.2,-128.8,0.420475044167269,0.0140738608475059
"640",61.2,-128.7,0.396116491985128,0.0207154714996989
"641",61.2,-128.6,0.42061372568735,0.0140421830568531
"642",61.2,-128.5,0.428316813985285,0.0123785551543838
"643",61.2,-128.4,0.43282896126213,0.0114873373343356
"644",61.2,-128.3,0.438460592050405,0.0104551859901912
"645",61.2,-128.2,0.43045609642899,0.0119486509288866
"646",61.2,-128.1,0.411935749858419,0.0161500307245485
"647",61.2,-128,0.390863203080491,0.0224625681355145
"648",61.2,-127.9,0.370176348529273,0.0306449802742554
"649",61.2,-127.8,0.348777612846928,0.0416807131653106
"650",61.2,-127.7,0.353825854699782,0.0388121150301844
"651",61.2,-127.6,0.357003859947006,0.0370936915653359
"652",61.2,-127.5,0.367244065877625,0.0319905034148834
"653",61.2,-127.4,0.377136184342299,0.027644513129843
"654",61.2,-127.3,0.366568542256693,0.0323075576250287
"655",61.2,-127.2,0.353865935280248,0.0387900284245558
"656",61.2,-127.1,0.344762958299449,0.0440882963924282
"657",61.3,-131.6,0.494454797167029,0.00388466065442161
"658",61.3,-131.5,0.498764698012879,0.00358494599162662
"659",61.3,-131.4,0.49480190383383,0.00385970537551994
"660",61.3,-131.3,0.477320313800459,0.00531456795362717
"661",61.3,-131.2,0.456755549485741,0.00764785374789123
"662",61.3,-131,0.444504639328042,0.00944001040246734
"663",61.3,-130.9,0.44124983760632,0.00997520925289719
"664",61.3,-130.8,0.440584597153183,0.0100878668567665
"665",61.3,-130.7,0.438087666118704,0.0105208927916542
"666",61.3,-130.6,0.435024184890368,0.011074707692983
"667",61.3,-130.5,0.426420919241891,0.0127709417158159
"668",61.3,-130.4,0.427108694148044,0.0126273410001043
"669",61.3,-130.3,0.439191098514934,0.01032753330841
"670",61.3,-130.2,0.450379261156292,0.00853851341564427
"671",61.3,-130.1,0.453303694506762,0.00811910486647571
"672",61.3,-130,0.455463519770032,0.00782129332035264
"673",61.3,-129.9,0.460573734065358,0.0071552763571161
"674",61.3,-129.8,0.46735649318443,0.00635001560578519
"675",61.3,-129.7,0.470859361660511,0.00596693444263818
"676",61.3,-129.6,0.463981276418626,0.0067399293773901
"677",61.3,-129.5,0.448126244789946,0.00887473047240428
"678",61.3,-129.4,0.419561798326928,0.0142840451042667
"679",61.3,-129.3,0.410589195683369,0.0165008920147076
"680",61.3,-129.2,0.423718381479044,0.0133492989218582
"681",61.3,-129.1,0.449857785965077,0.00861530363964014
"682",61.3,-129,0.446291375904489,0.0091572327062287
"683",61.3,-128.9,0.434583051122863,0.011156553176915
"684",61.3,-128.8,0.420071968220447,0.0141662902434283
"685",61.3,-128.7,0.414474445690627,0.0155063411054525
"686",61.3,-128.6,0.411825554871832,0.0161784950088764
"687",61.3,-128.5,0.405196082626202,0.0179741194503397
"688",61.3,-128.4,0.403050811485742,0.018591431549454
"689",61.3,-128.3,0.405867334164821,0.0177846874735754
"690",61.3,-128.2,0.396711733146388,0.0205251873583473
"691",61.3,-128.1,0.393908537575278,0.021434797171789
"692",61.3,-128,0.3953071242486,0.0209766730051917
"693",61.3,-127.9,0.376824828225681,0.0277731182138792
"694",61.3,-127.8,0.363801982053186,0.0336342752785983
"695",61.3,-127.7,0.365120741435944,0.0329961556716627
"696",61.3,-127.6,0.355766722107711,0.0377547827432309
"697",61.3,-127.5,0.350665245872771,0.0405877467458895
"698",61.4,-130.7,0.396946627812642,0.0204505177303599
"699",61.4,-130.6,0.376650126399169,0.0278455041817084
"700",61.4,-130.5,0.355516406508997,0.0378897565082575
"701",61.4,-130.4,0.375973888633687,0.0281272320700802
"702",61.4,-130.3,0.396163652056784,0.0207003396717411
"703",61.4,-130.2,0.441358750974227,0.00995687205673301
"704",61.4,-130.1,0.44535813293459,0.00930397485995504
"705",61.4,-130,0.455694472296755,0.00779003440587656
"706",61.4,-129.9,0.468494479437267,0.00622320247060437
"707",61.4,-129.8,0.464727634541492,0.00665190087687484
"708",61.4,-129.7,0.449657523034497,0.00864495718292335
"709",61.4,-129.6,0.439527063736414,0.0102692919792968
"710",61.4,-129.5,0.439754003398926,0.0102301164163546
"711",61.4,-129.4,0.435019310902876,0.0110756090632752
"712",61.4,-129.3,0.439716154922939,0.0102366407690275
"713",61.4,-129.2,0.435515406481,0.0109841972680231
"714",61.4,-129.1,0.430751844769543,0.0118902717294442
"715",61.4,-129,0.421806228603469,0.0137723771177674
"716",61.4,-128.9,0.41476469281966,0.0154342063770166
"717",61.4,-128.8,0.405771926495743,0.0178115050941159
"718",61.4,-128.7,0.400900223661036,0.0192288146360192
"719",61.4,-128.6,0.387252074891055,0.0237365750716034
"720",61.4,-128.5,0.373221390424529,0.0292994448131103
"721",61.4,-128.4,0.38391699197178,0.0249684077895229
"722",61.4,-128.3,0.38874049879694,0.0232040567328476
"723",61.4,-128.2,0.38898736073847,0.0231167464248959
"724",61.4,-128.1,0.387247735634021,0.0237381429134332
"725",61.4,-128,0.383914534306484,0.024969335576876
"726",61.4,-127.9,0.376981079583688,0.0277085145298432
"727",61.4,-127.8,0.378317104687689,0.0271613934588174
"728",61.4,-127.7,0.363500277314811,0.0337817383952275
"729",61.4,-127.6,0.354206083877956,0.0386030173300853
"730",61.4,-127.5,0.342673355079713,0.0453872075082711
"731",61.5,-130.7,0.425325151174611,0.0130027139879717
"732",61.5,-130.6,0.413783596258728,0.0156792317018805
"733",61.5,-130.5,0.42404853419062,0.0132774247178086
"734",61.5,-130.4,0.434919691863936,0.01109404638292
"735",61.5,-130.3,0.446023794716894,0.00919909418647646
"736",61.5,-130.2,0.456263315997035,0.00771351952648103
"737",61.5,-130.1,0.452070585184093,0.00829364979266445
"738",61.5,-130,0.461599814549112,0.00702785225929214
